No,Year,Month,Day,Lat,Lon,¹A¾ä¤ë,¹A¾ä¤é,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
42017,2018,5,12,25.28628333,121.5564,,,,,,,,,,,,,,,2,2,2
42018,2018,5,13,25.28333333,121.6666667,,,,,,,,,100,,,,,,2,2,2
42019,2018,5,14,25.24501667,121.7052333,,,,,,,,,,,,,,,2,2,2
42020,2018,5,16,25.22891667,121.7793833,,,,12,,,,,300,,,,,,2,2,2
42021,2018,5,17,25.26666667,121.82,,,,48,,,,,200,,,,,,2,2,2
42022,2018,5,18,25.48266667,121.69375,,,,6,,,,,500,,,,,,2,2,2
42023,2018,5,19,25.49286667,121.8833333,,,,60,,,,,,,,,,,2,2,2
42024,2018,5,20,25.38513333,121.9694167,,,,0,,,,,2000,,,,,,2,2,2
42025,2018,5,21,25.41471667,121.93585,,,,9,,,,,,,,,,,2,2,2
42026,2018,5,24,25.34116667,121.4666667,,,,0,,,,,,,,,,,2,2,2
42027,2018,6,5,25.52026667,121.5057667,,,,66,,,,,,,,,,,2,2,2
42028,2018,6,6,25.49833333,121.5785,,,,6,,,,,,,,,,,2,2,2
42029,2018,6,8,25.52821667,121.7184,,,,24,,,,,,,,,,,2,2,2
42030,2018,6,9,25.24218333,121.8354667,,,,0,,,,,100,,,,,,2,2,2
42031,2018,6,12,25.51086667,121.6863,,,,0,,,,,,,,,,,2,2,2
42032,2018,6,22,25.63333333,121.4298667,,,,72,,,,,,,,,,,2,2,2
42033,2018,6,23,25.58078333,121.6768833,,,,108,,,,,,,,,,,2,2,2
42034,2018,6,30,25.50533333,121.83375,,,,72,,,,,,,,,,,2,2,2
42035,2018,5,1,25.18555393,121.7168416,,,,7,,,,,,,,,,,2,1,0
42036,2018,5,2,25.18461882,121.7160661,,,,14,,,,,,,,,,,2,1,0
42037,2018,5,7,25.18650223,121.7156685,,,,,,,,,,,100,,,,2,1,0
42038,2018,5,8,25.18260432,121.7164593,,,,,,,,,,,3.6,,,,2,1,0
42039,2018,5,12,25.19910968,121.7309451,,,,,,,,,,,3,,,,2,1,0
42040,2018,5,14,25.2101095,121.7398045,,,,4,,,,,,,,,,,2,1,0
42041,2018,5,15,25.20098098,121.7359897,,,,60,,,,,,,,,,,2,1,0
42042,2018,5,16,25.18766273,121.7235033,,,,,,,,,,,,70,,,2,1,0
42043,2018,5,18,25.19656324,121.7258875,,,,62,,,,,,,,,,,2,1,0
42044,2018,5,19,25.19086756,121.7281106,,,,,,,,,,,,90,,,2,1,0
42045,2018,5,20,25.18961716,121.7127512,,,,,,,,,,,,25,,,2,1,0
42046,2018,5,25,25.20781027,121.7351765,,,,4,,,,,,,,,,,2,1,0
42047,2018,5,26,25.19332769,121.7236785,,,,,,,,,,,,150,,,2,1,0
42048,2018,6,12,25.18351288,121.7211282,,,,67,,,,,,,,,,,2,1,0
42049,2018,6,13,25.18511642,121.7222255,,,,,,,,,,,,25,,,2,1,0
42050,2018,6,17,25.18406576,121.7185977,,,,,,,,,,,,180,,,2,1,0
42051,2018,6,22,25.18607408,121.7195554,,,,3,,,,,,,,,,,2,1,0
42052,2018,6,23,25.1838061,121.7172419,,,,,,,,,,,,32,,,2,1,0
42053,2018,6,24,25.18272009,121.7193075,,,,,,,,,,,,50,,,2,1,0
42054,2018,6,25,25.19370724,121.7277525,,,,60,,,,,,,,,,,2,1,0
42055,2018,6,26,25.19399999,121.7243012,,,,40,,,,,,,,,,,2,1,0
42056,2018,6,27,25.19027498,121.715322,,,,,,,,,,,,120,,,2,1,0
42057,2018,6,28,25.24403152,121.6722604,,,,42,,,,,,,,,,,2,1,0
42058,2018,6,29,25.24587433,121.6707403,,,,90,,,,,,,,,,,2,1,0
42059,2018,6,30,25.24631355,121.6681309,,,,29,,,,,,,,,,,2,1,0
42060,2018,7,1,25.18542057,121.716688,,,,,,,,,,,,108,,,2,1,0
42061,2018,6,7,27.41666667,124.4166667,,,26,180,,,,,,,,,,,4,2,2
42062,2018,6,8,27.41666667,124.3416667,,,27,300,,,,,,,,,,,4,2,2
42063,2018,6,9,27.33333333,124.25,,,27,180,,,,,,,,,,,4,2,2
42064,2018,6,10,27.25,124,,,28,300,,,,,,,,,,,4,2,2
42065,2018,6,11,27.25,124.2583333,,,27,120,,,,,,,,,,,4,2,2
42066,2018,6,12,27.66666667,124.75,,,27,120,,,,,,,,,,,4,2,2
42067,2018,6,13,27.25,124.1666667,,,27,300,,,,,,,,,,,4,2,2
42068,2018,6,14,27.16673333,124.1333333,,,28,600,,,,,,,,,,,4,2,2
42069,2018,6,15,27.13333333,124.4166667,,,28,300,,,,,,,,,,,4,2,2
42070,2018,6,16,27.2,124.4166667,,,28,480,,,,,,,,,,,4,2,2
42071,2018,6,17,27.41666667,124.4166667,,,28,480,,,,,,,,,,,4,2,2
42072,2018,6,18,27.26333333,124.2583333,,,28,300,,,,,,,,,,,4,2,2
42073,2018,6,19,27.16833333,124.175,,,28,300,,,,,,,,,,,4,2,2
42074,2018,6,20,27.20833333,124.205,,,28,180,,,,,,,,,,,4,2,2
42075,2018,6,21,27.25,124.175,,,28,300,,,,,,,,,,,4,2,2
42076,2018,6,22,26.53333333,123.5016667,,,28,480,,,,,,,,,,,4,2,2
42077,2018,6,23,25.925,123.835,,,28,540,,,,,,,,,,,4,2,2
42078,2018,6,24,25.90833333,123.8333333,,,28,60,,,,,,,,,,,4,2,2
42079,2018,7,5,26.16666667,122.5,,,27.8,60,2000,,,,1000,,,,,,4,4,3
42080,2018,7,6,26.33333333,123.1666667,,,28.2,600,,,200,,,,,,,,4,4,3
42081,2018,7,7,26.33333333,123.25,,,,480,,,1200,,,,,,,,4,4,3
42082,2018,7,12,26.16666667,122.8333333,,,28.2,780,2000,,,,,,,,,,4,4,3
42083,2018,7,13,26.33333333,123.1666667,,,26.7,600,1000,,,,,,,,,,4,4,3
42084,2018,7,14,26.33333333,123.1666667,,,,900,1000,,,,,,,,,,4,4,3
42085,2018,7,15,26.33333333,123.1666667,,,,360,1500,,,,4000,,,,,,4,4,3
42086,2018,7,16,26.33333333,123.1666667,,,27.8,780,500,,,,2000,,,,,,4,4,3
42087,2018,7,17,26.33333333,123.1666667,,,27.7,1200,1000,,,,200,,,,,,4,4,3
42088,2018,7,18,26.33333333,123.0833333,,,28.1,600,1000,,,,500,,,,,,4,4,3
42089,2018,7,19,26.33333333,123.0833333,,,28.3,300,1000,,,,2500,,,,,,4,4,3
42090,2018,7,23,26,121.8333333,,,29.1,360,300,,100,,500,,,,,,4,4,3
42091,2018,7,24,26,121.8333333,,,27.4,60,,,100,,,,,,,,4,4,3
42092,2018,7,25,26,122,,,27.6,300,700,,2000,,,,,,,,4,4,3
42093,2018,7,6,25.41871667,121.7461167,,,,,300,,,,,,,,,,3,2,2
42094,2018,7,7,25.55718333,121.6689,,,,30,,,,,,,,,,,3,2,2
42095,2018,7,12,25.59433333,123.0034333,,,,2000,,,,,,,,,,,3,2,2
42096,2018,7,24,25.34151667,121.42555,,,,60,,,,,,,,,,,3,2,2
42097,2018,7,5,26.16833333,122.8416667,,,27,60,,,,,,,,,,180,4,2,2
42098,2018,7,6,26.25833333,122.925,,,27,120,,,,,,,,,,60,4,2,2
42099,2018,7,13,25.925,122.925,,,27,120,,,,,,,,,,90,4,2,2
42100,2018,7,14,26.16666667,122.9666667,,,27,120,,,,,,,,,,120,4,2,2
42101,2018,7,15,26.175,123.0833333,,,27,180,,,,,,,,,,120,4,2,2
42102,2018,7,16,26.25,123,,,27,180,,,,,,,,,,120,4,2,2
42103,2018,7,17,26.225,123.0333333,,,27,180,,,,,,,,,,120,4,2,2
42104,2018,7,18,26.11666667,123.1166667,,,27,900,,,,,,,,,,300,4,2,2
42105,2018,7,19,26.14166667,123.1416667,,,27,900,,,,,,,,,,240,4,2,2
42106,2018,7,1,25.4882,121.88845,,,,36,,,,,,,,,,,2,2,2
42107,2018,7,2,25.48055,121.8700667,,,,42,,,,,,,,,,,2,2,2
42108,2018,7,6,25.46483333,121.65755,,,,12,,,,,,,,,,,2,2,2
42109,2018,7,7,25.56146667,121.8445667,,,,60,,,,,,,,,,,2,2,2
42110,2018,7,14,24.87648333,120.4969167,,,,180,,,,,,,,,,,2,2,2
42111,2018,7,17,24.8308,120.5616333,,,,48,,,,,,,,,,,2,2,2
42112,2018,7,18,25.60908333,121.8852167,,,,360,,,,,,,,,,,2,2,2
42113,2018,7,19,25.65933333,121.8701667,,,,210,,,,,,,,,,,2,2,2
42114,2018,7,20,25.69051667,121.8572667,,,,120,,,,,,,,,,,2,2,2
42115,2018,7,21,25.62993333,121.7495667,,,,30,,,,,,,,,,,2,2,2
42116,2018,7,22,25.38253333,121.4903,,,,24,,,,,,,,,,,2,2,2
42117,2018,5,11,25.12,122.9883333,,,,,,,,,120,,,,,,2,1,1
42118,2018,5,12,25.1,122.9833333,,,,,,,,,150,,,,,,2,1,1
42119,2018,5,13,25.07166667,122.975,,,,,,,,,130,,,,,,2,1,1
42120,2018,5,15,25.07333333,122.9716667,,,,,,,,,160,,,,,,2,1,1
42121,2018,5,17,25.1,122,,,,,,,,,250,,,,,,2,1,1
42122,2018,5,18,25.06666667,122.0166667,,,,,,,,,310,,,,,,2,1,1
42123,2018,5,20,25.1,122.9833333,,,,,,,,,200,,,,,,2,1,1
42124,2018,5,21,25.08333333,122.9833333,,,,,,,,,250,,,,,,2,1,1
42125,2018,5,22,25.06666667,122.0333333,,,,,,,,,180,,,,,,2,1,1
42126,2018,5,24,25.08333333,122.0005,,,,,,,,,210,,,,,,2,1,1
42127,2018,5,25,25.11666667,122.0333333,,,,,,,,,180,,,,,,2,1,1
42128,2018,5,27,25.1,122.0333333,,,,,,,,,220,,,,,,2,1,1
42129,2018,6,2,25.08333333,122.0666667,,,,,,,,,195,,,,,,2,1,1
42130,2018,6,3,25.08333333,122.05,,,,,,,,,420,,,,,,2,1,1
42131,2018,6,4,25.11666667,122.05,,,,,,,,,350,,,,,,2,1,1
42132,2018,6,6,25.1,122.05,,,,,,,,,250,,,,,,2,1,1
42133,2018,6,8,25.11666667,122.0333333,,,,,,,,,200,,,,,,2,1,1
42134,2018,6,9,25.11666667,122.0333333,,,,,,,,,250,,,,,,2,1,1
42135,2018,6,10,25.11666667,122.05,,,,,,,,,500,,,,,,2,1,1
42136,2018,6,11,25.11666667,122.05,,,,,,,,,280,,,,,,2,1,1
42137,2018,6,18,25.1,122.0333333,,,,,,,,,350,,,,,,2,1,1
42138,2018,6,3,25.1,122.05,,,,,,,,,200,,,,,,2,1,1
42139,2018,6,4,25.03333333,122.0666667,,,,,,,,,350,,,,,,2,1,1
42140,2018,5,19,25.11666667,121,,,,4.2,,,,,300,,,,,,2,1,1
42141,2018,5,20,25.13333333,121.0333333,,,,6,,,,,150,,,,,,2,1,1
42142,2018,5,21,25.1,121.0333333,,,,,,,,,1150,,,,,,2,1,1
42143,2018,5,22,25.1,121.05,,,,,,,,,100,,,,,,2,1,1
42146,2018,5,13,25,122,,,,,,,,335,,,,,,,2,1,1
42147,2018,5,16,25.06666667,122,,,,,,,,60,,,,,,,2,1,1
42148,2018,5,18,25.13333333,121.8833333,,,,35,,,,,,,,,,,2,1,1
42149,2018,5,20,25.15,121.95,,,,,,,,500,,,,,,,2,1,1
42150,2018,5,21,25.18333333,121.95,,,,,,,,120,,,,,,,2,1,1
42151,2018,5,24,25.06666667,122.0166667,,,,,,,,103,,,,,,,2,1,1
42152,2018,5,25,25.06666667,122.0666667,,,,,,,,900,,,,,,,2,1,1
42153,2018,5,26,25.06666667,122.05,,,,,,,,61,,,,,,,2,1,1
42154,2018,5,27,25.06666667,122.0666667,,,,,,,,50,,,,,,,2,1,1
42155,2018,6,4,25.1,122.0666667,,,,,,,,4880,,,,,,,2,1,1
42156,2018,6,7,25.1,122.0666667,,,,,,,,1552,,,,,,,2,1,1
42157,2018,6,8,25.1,122.0666667,,,,,,,,260,,,,,,,2,1,1
42158,2018,6,9,25.1,122.05,,,,,,,,950,,,,,,,2,1,1
42159,2018,6,11,25.05,122,,,,,,,,420,,,,,,,2,1,1
42160,2018,6,12,25.06666667,122,,,,,,,,340,,,,,,,2,1,1
42161,2018,6,13,25.08333333,122.0333333,,,,,,,,380,,,,,,,2,1,1
42162,2018,6,20,25.06666667,122.05,,,,,,,,70,,,,,,,2,1,1
42163,2018,6,21,25.08333333,122.0333333,,,,,,,,300,,,,,,,2,1,1
42164,2018,6,22,25.1,122.0333333,,,,,,,,500,,,,,,,2,1,1
42165,2018,6,23,25.08333333,122.0166667,,,,,,,,200,,,,,,,2,1,1
42166,2018,6,24,25.06666667,122.0333333,,,,,,,,370,,,,,,,2,1,1
42167,2018,6,25,25.06666667,122.0166667,,,,,,,,40,,,,,,,2,1,1
42170,2018,4,18,25.17,121.9383333,,,23,21,,,,,,,,,,,2,2,2
42171,2018,4,19,25.17,121.9383333,,,23,12.6,,,,,,,,,,,2,2,2
42184,2018,5,18,25.08441667,121.0342333,,,,,,,,,0,,,,,,3,1,1
42185,2018,5,19,25.08441667,121.0342333,,,,,,,,,150,,,,,,3,1,1
42186,2018,5,20,25.08441667,121.0342333,,,,6,,,,,0,,,,,,3,1,1
42187,2018,5,23,25.08441667,121.0342333,,,,,,,,,420,,,,,,3,1,1
42188,2018,5,24,25.08441667,121.0342333,,,,,,,,,480,,,,,,3,1,1
42189,2018,5,25,25.08441667,121.0342333,,,,,,,,,0,,,,,,3,1,1
42190,2018,6,9,25.084,121.0675,,,,,,,,,100,,,,,,3,1,1
42191,2018,6,11,25.084,121.0675,,,,,,,,,2000,,,,,,3,1,1
42192,2018,6,12,25.084,121.0675,,,,,,,,,600,,,,,,3,1,1
42193,2018,6,13,25.084,121.0675,,,,,,,,,150,,,,,,3,1,1
42194,2018,6,21,25.084,121.0675,,,,,,,,,200,,,,,,3,1,1
42195,2018,6,22,25.084,121.0675,,,,,,,,,200,,,,,,3,1,1
42196,2018,6,23,25.084,121.0675,,,,,,,,,30,,,,,,3,1,1
42197,2018,6,24,25.084,121.0675,,,,,,,,,500,,,,,,3,1,1
42198,2018,6,7,26.877,123.4041667,,,26.7,36,,,,,,,,,,,4,3,3
42199,2018,6,8,27.04366667,123.3835,,,26.7,336,25,,,,170,,,,,,4,3,3
42200,2018,6,9,27.00683333,123.3663333,,,26.5,36,,,,,,,,,,,4,3,3
42201,2018,6,10,28.008,124.8468333,,,26.5,720,,,30,,,,,,,,4,3,3
42202,2018,6,11,28.01916667,124.8461667,,,26.2,780,,,60,,,,,,,,4,3,3
42203,2018,6,12,28.02183333,124.8483333,,,26.4,108,12,,30,,,,,,,,4,3,3
42204,2018,6,13,28.02016667,124.8356667,,,26.2,1020,,,40,,,,,,,,4,3,3
42205,2018,6,14,28.01866667,124.8405,,,25.5,600,,,30,,,,,,,,4,3,3
42206,2018,6,15,28.0235,124.8221667,,,25.6,2100,,,20,,,,,,,,4,3,3
42207,2018,6,16,28.0155,124.8583333,,,25.5,84,,,300,,,,,,,,4,3,3
42208,2018,6,17,28.02033333,124.8205,,,25.9,114,,,25,,,,,,,,4,3,3
42209,2018,6,18,27.41983333,123.3268333,,,26.8,1680,,,,,,,,,,,4,3,3
42210,2018,6,19,27.433,123.364,,,26.8,1440,,,,,,,,,,,4,3,3
42211,2018,6,20,27.43416667,123.3363333,,,26.7,630,,,,,,,,,,,4,3,3
42212,2018,6,21,27.44366667,123.3806667,,,26.8,480,,,,,,,,,,,4,3,3
42213,2018,6,22,26.75,123.0501667,,,27.4,552,,,30,,,,,,,,4,3,3
42214,2018,6,23,26.75783333,123.1228333,,,27.7,420,,,40,,960,,,,,,4,3,3
42215,2018,7,7,26.17066667,122.5895,,,28.3,252,30,,20,,,,,,,,4,3,3
42216,2018,7,8,26.212,122.6451667,,,28.6,576,300,,40,,,,,,,,4,3,3
42217,2018,7,12,26.56366667,122.6878333,,,27.7,408,60,,12,,,,,,,,4,3,3
42218,2018,7,13,26.552,122.755,,,27.8,552,520,,30,,,,,,,,4,3,3
42219,2018,7,14,26.56466667,122.7545,,,28.1,210,120,,,,1300,,,,,,4,3,3
42220,2018,7,15,26.9225,122.7638333,,,28,312,25,,30,,30,,,,,,4,3,3
42221,2018,7,16,26.54566667,122.7533333,,,28.4,468,23,,6,,20,,,,,,4,3,3
42222,2018,7,17,26.369,127.7356667,,,27.6,126,,,,,,,,,,,4,3,3
42223,2018,7,18,27.43466667,123.1415,,,28,228,,,,,,,,,,,4,3,3
42224,2018,7,19,26.55266667,122.7633333,,,28.8,168,45,,,,620,,,,,,4,3,3
42225,2018,7,20,26.3285,122.5043333,,,29.1,96,120,,,,780,,,,,,4,3,3
42226,2018,7,21,26.07633333,122.2618333,,,28.8,114,92,,,,,,,,,,4,3,3
42227,2018,7,22,26.0295,122.0853333,,,29.1,84,,,,,,,,,,,4,3,3
42228,2018,4,11,26.83316667,123.4186667,,,23.2,96,,,,,,,,,,,4,3,3
42229,2018,4,12,26.63666667,124.5686667,,,25,456,,,,,,,,,,,4,3,3
42230,2018,4,13,26.67416667,121.5221667,,,24,168,,,,,,,,,,,4,3,3
42231,2018,4,14,26.70766667,124.538,,,23.3,36,,,,,,,,,,,4,3,3
42232,2018,4,15,26.544,124.4726667,,,22.9,10.8,,,,,,,,,,,4,3,3
42233,2018,4,16,26.59483333,124.4958333,,,23.2,114,,,,,,,,,,,4,3,3
42234,2018,4,17,26.64216667,124.4958333,,,22.9,336,,,,,,,,,,,4,3,3
42235,2018,4,18,26.66666667,124.4788333,,,23,288,,,,,,,,,,,4,3,3
42236,2018,4,19,26.73466667,124.5238333,,,23.3,336,,,,,,,,,,,4,3,3
42237,2018,4,20,26.79733333,124.5108333,,,23,360,,,,,,,,,,,4,3,3
42238,2018,4,21,26.78583333,124.501,,,22.7,126,140,,,,,,,,,,4,3,3
42239,2018,4,22,26.81416667,124.6443333,,,23,360,40,,,,,,,,,,4,3,3
42240,2018,4,23,26.85483333,124.684,,,24,78,,,,,,,,,3,,4,3,3
42241,2018,4,24,26.88516667,124.6603333,,,22,408,,,,,,,,,,,4,3,3
42242,2018,4,25,26.83083333,124.7063333,,,24.1,108,2,,,,,,,,,,4,3,3
42243,2018,4,26,26.29483333,123.1638333,,,26.4,312,,,,,,,,,,,4,3,3
42244,2018,4,27,26.298,123.167,,,24.8,120,,,,,,,,,,,4,3,3
42245,2018,4,,25.16666667,121.7666667,,,,12,24,,1.8,,,,,,,,2,1,1
42246,2018,4,,25.13333333,121.8,,,,9,15,,3.6,,,,,,,,2,1,1
42247,2018,4,,25.18333333,121.8,,,,15,30,,2.4,,,,,,,,2,1,1
42248,2018,4,,25.16666667,121.75,,,,6,42,,4.8,,,,,,,,2,1,1
42249,2018,4,,25.15,121.8166667,,,,13.8,27,,3,,,,,,,,2,1,1
42250,2018,4,,25.15,121.8333333,,,,7.2,12,,0,,,,,,,,2,1,1
42251,2018,4,,25.15,121.7666667,,,,10.8,9,,1.2,,,,,,,,2,1,1
42252,2018,4,,25.15,121.8166667,,,,9,15,,0,,,,,,,,2,1,1
42253,2018,4,,25.15,121.7833333,,,,12.6,18,,3,,,,,,,,2,1,1
42254,2018,4,,25.13333333,121.8333333,,,,5.4,12,,0,,,,,,,,2,1,1
42255,2018,4,,25.13333333,121.8,,,,7.8,24,,2.4,,,,,,,,2,1,1
42256,2018,4,,25.16666667,121.8166667,,,,9.6,21,,0,,,,,,,,2,1,1
42257,2018,4,,25.18333333,121.7333333,,,,7.2,18,,3,,,,,,,,2,1,1
42258,2018,4,,25.16666667,121.8166667,,,,4.8,15,,6,,,,,,,,2,1,1
42259,2018,4,,25.15,121.8166667,,,,6,24,,2.4,,,,,,,,2,1,1
42260,2018,5,1,25.13333333,121.85,,,,7.2,12,,0,,,,,,,,2,1,1
42261,2018,5,3,25.18333333,121.8,,,,12,21,,3.6,,,,,,,,2,1,1
42262,2018,5,4,25.13333333,121.8,,,,6,24,,1.8,,,,,,,,2,1,1
42263,2018,5,7,25.15,121.8,,,,4.8,12,,0,,,,,,,,2,1,1
42264,2018,5,11,25.16666667,121.7666667,,,,6.6,15,,4.8,,,,,36,,,2,1,1
42265,2018,5,12,25.16666667,121.7833333,,,,3.6,9,,2.4,,,,,18,,,2,1,1
42266,2018,5,13,25.15,121.8166667,,,,2.4,18,,3.6,,,,,30,,,2,1,1
42267,2018,5,15,25.16666667,121.8333333,,,,6,12,,1.2,,,,,0,,,2,1,1
42268,2018,5,18,25.13333333,121.8166667,,,,9,21,,3,,,,,18,,,2,1,1
42269,2018,5,19,25.16666667,121.8166667,,,,4.8,9,,3.6,,,,,0,,,2,1,1
42270,2018,5,20,25.16666667,121.85,,,,7.2,6,,2.4,,,,,0,,,2,1,1
42271,2018,5,22,25.18333333,121.8,,,,3.6,24,,1.2,,,,,24,,,2,1,1
42272,2018,5,25,25.15,121.8166667,,,,3.6,24,,6,,,,,0,,,2,1,1
42273,2018,5,26,25.15,121.7666667,,,,4.8,18,,3.6,,,,,0,,,2,1,1
42274,2018,5,27,25.16666667,121.8333333,,,,6,27,,0,,,,,0,,,2,1,1
42275,2018,6,1,25.2,121.7333333,,,,1.8,0,4.8,2.4,,,,,18,,,2,1,1
42276,2018,6,2,25.18333333,121.7666667,,,,1.2,0,1.8,0,,,,,9,,,2,1,1
42277,2018,6,3,25.16666667,121.75,,,,3,0,3,1.2,,,,,15,,,2,1,1
42278,2018,6,17,25.13333333,121.8333333,,,,1.8,9,1.2,0,,,,,21,,,2,1,1
42279,2018,6,18,25.13333333,121.8,,,,4.8,6,3.6,0,,,,,30,,,2,1,1
42280,2018,6,20,25.15,121.8,,,,2.4,15,0,3,,,,,0,,,2,1,1
42281,2018,6,22,25.16666667,121.7666667,,,,1.8,21,0,1.8,,,,,0,,,2,1,1
42282,2018,6,23,25.16666667,121.7833333,,,,1.2,12,2.4,0,,,,,18,,,2,1,1
42283,2018,6,24,25.15,121.8166667,,,,3.6,24,1.8,0,,,,,30,,,2,1,1
42284,2018,6,25,25.13333333,121.8166667,,,,4.8,30,0,0,,,,,0,,,2,1,1
42285,2018,6,26,25.16666667,121.8333333,,,,3,0,0,0,,,,,0,,,2,1,1
42286,2018,6,27,25.13333333,121.85,,,,2.4,0,0,0,,,,,0,,,2,1,1
42287,2018,6,28,25.2,121.2,,,,4.8,0,0,0,,,,,0,,,2,1,1
42288,2018,6,29,25.25,121.7666667,,,,3,0,0,0,,,,,0,,,2,1,1
42289,2018,6,30,25.18333333,121.8,,,,1.8,21,3.6,3,,,,,18,,,2,1,1
42290,2018,7,1,25.16666667,121.7,,,,3,9,,1.8,,,,,0,,,2,1,1
42291,2018,7,3,25.18333333,121.7166667,,,,1.8,6,,3,,,,,0,,,2,1,1
42292,2018,7,5,25.16666667,121.7166667,,,,1.8,12,,0,,,,,0,,,2,1,1
42293,2018,7,6,25.16666667,121.7333333,,,,2.4,4.8,,0,,,,,0,,,2,1,1
42294,2018,7,11,25.2,121.8666667,,,,1.2,0,,0,,,,,0,,,2,1,1
42295,2018,7,13,25.18333333,121.85,,,,3,0,,0,,,,,0,,,2,1,1
42296,2018,7,14,25.2,121.7166667,,,,3.6,0,,0,,,,,0,,,2,1,1
42297,2018,7,15,25.18333333,121.7333333,,,,1.8,0,,0,,,,,0,,,2,1,1
42298,2018,7,17,25.16666667,121.75,,,,1.2,0,,0,,,,,0,,,2,1,1
42299,2018,7,19,25.15,121.75,,,,1.2,9,,0,,,,,0,,,2,1,1
42300,2018,7,26,25.16666667,121.7333333,,,,1.2,6,,0,,,,,0,,,2,1,1
42301,2018,7,28,25.18333333,121.7333333,,,,1.2,3.6,,0,,,,,0,,,2,1,1
42302,2018,7,29,25.16666667,121.7666667,,,,1.8,12,,1.8,,,,,0,,,2,1,1
42303,2018,7,30,25.15,121.8333333,,,,1.2,18,,3,,,,,0,,,2,1,1
42304,2018,4,11,26.81716667,123.6843333,,,21.5,30,,,,,,,,,,,5,4,3
42305,2018,4,12,26.336,123.834,,,22.3,60,,,,,,,,,,,5,4,3
42306,2018,4,13,26.45633333,124.4625,,,21.9,300,,,,,,,,,,,5,4,3
42307,2018,4,14,26.4665,124.5033333,,,21.9,180,,,,,,,,,,,5,4,3
42308,2018,4,15,26.48116667,124.5136667,,,21.7,60,,,,,,,,,,,5,4,3
42309,2018,4,16,26.26983333,124.3896667,,,24.2,240,,,,,,,,,,,5,4,3
42310,2018,4,17,26.28183333,124.3488333,,,23.3,3000,,,,,,,,,,,5,4,3
42311,2018,4,18,26.37316667,124.2643333,,,23.1,60,,,,,,,,,,,5,4,3
42312,2018,4,19,26.23766667,124.3438333,,,24.1,60,,,,,,,,,,,5,4,3
42313,2018,4,20,26.21716667,124.3818333,,,23.1,120,,,,,,,,,,,5,4,3
42314,2018,4,21,27.2545,125.302,,,22.1,600,,,,,,,,,,,5,4,3
42315,2018,4,22,27.75216667,124.874,,,19,120,,,,,,,,,,,5,4,3
42316,2018,4,23,27.00583333,123.3066667,,,22.8,60,,,,,,,,,,,5,4,3
42317,2018,4,24,27.11083333,123.28,,,22.4,60,60,,,,,,,,,,5,4,3
42318,2018,4,25,26.84016667,123.3073333,,,22.2,60,0,,,,,,,,,,5,4,3
42319,2018,4,26,26.22216667,123.5321667,,,23.5,60,0,,,,,,,,,,5,4,3
42320,2018,5,7,26.45983333,124.4491667,,,23,120,0,,,,,,,,,,5,4,3
42321,2018,5,8,26.30566667,124.3958333,,,23.5,30,0,,,,,,,,,,5,4,3
42322,2018,5,9,26.26433333,124.2901667,,,23.4,6,0,,,,,,,,,,5,4,3
42323,2018,5,10,26.5535,124.4961667,,,23,6,0,,,,,,,,,,5,4,3
42324,2018,5,11,26.52583333,124.4981667,,,21.8,60,0,,,,,,,,,,5,4,3
42325,2018,5,12,26.5275,124.5183333,,,22.8,6,0,,,,,,,,,,5,4,3
42326,2018,5,13,26.96033333,123.6151667,,,22.3,66,0,,,,,,,,,,5,4,3
42327,2018,5,14,27.40816667,124.066,,,22.2,60,0,,,,,,,,,,5,4,3
42328,2018,5,15,27.14183333,124.4088333,,,23.5,600,180,,,,10,,,,,,5,4,3
42329,2018,5,16,27.17383333,124.4853333,,,23.4,600,60,,,,,,,,,,5,4,3
42330,2018,5,17,27.17733333,124.503,,,23.4,30,0,,,,,,,,,,5,4,3
42331,2018,5,18,28.054,125.2428333,,,23.1,6,0,,,,,,,,,,5,4,3
42332,2018,5,19,27.922,125.5288333,,,23.7,600,0,,,,,,,,,,5,4,3
42333,2018,5,20,27.2785,124.7313333,,,24,60,0,,,,,,,,,,5,4,3
42334,2018,5,21,27.17,124.6725,,,24.1,120,0,,,,,,,,,,5,4,3
42335,2018,5,22,27.02483333,124.8751667,,,25.3,0,0,,,,,,,,,,5,4,3
42336,2018,5,23,27.15033333,123.7095,,,24.7,0,0,,,,,,,,,,5,4,3
42337,2018,5,24,26.62216667,123.6221667,,,23.7,0,0,,,,,,,,,,5,4,3
42338,2018,6,6,27.12166667,123.608,,,24.4,120,0,,,,400,,,,,,5,4,3
42339,2018,6,7,27.49583333,123.754,,,24.1,60,0,,,,,,,,,,5,4,3
42340,2018,6,8,27.57816667,124.06,,,24.1,60,0,,,,,,,,,,5,4,3
42341,2018,6,9,27.56966667,124.0433333,,,24.1,600,0,,,,,,,,,,5,4,3
42342,2018,6,10,27.56666667,124.0188333,,,23.8,600,0,,,,,,,,,,5,4,3
42343,2018,6,11,27.525,124.0296667,,,23.9,600,0,,,,,,,,,,5,4,3
42344,2018,6,12,27.75733333,124.0506667,,,24.1,240,0,,,,,,,,,,5,4,3
42345,2018,6,13,27.5425,128.9255,,,24.1,540,0,,,,,,,,,,5,4,3
