No,Year,Month,Day,Lat,Lon,¹A¾ä¤ë,¹A¾ä¤é,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
22800,2011,7,8,27.42,123.27,60,8,27.2,390,,,,,,,,,,,5,4,4
22801,2011,7,8,27.39,123.34,60,8,29.5,150,,,,,,,,,,,4,3,3
22802,2011,7,8,26.98,123.37,60,8,29,540,,,,,,,,,,,4,2,3
22803,2011,7,8,26.42,123.92,60,8,25,480,,,,,,,,,,,4,3,3
22804,2011,7,8,26.35,124.15,60,8,26,1200,120,60,,,,,,,,,5,4,4
22805,2011,7,8,27.3,124.45,60,8,27,420,,,,,,,,,,,4,3,3
22806,2011,7,9,25.18,121.78,60,9,,10.8,,,18,,,,,,,,2,1,1
22807,2011,7,9,25.15,121.85,60,9,,12,15,,4,,,,,,,,2,1,1
22808,2011,7,9,25.13,121.93,60,9,,,,,,1851,,,,,,,2,1,1
22809,2011,7,9,24.97,121.97,60,9,,,,,,2832,,,,,,,2,1,1
22810,2011,7,9,25.17,122.02,60,9,26.3,,,,,,,,,,,,3,2,2
22811,2011,7,9,25.8,122.03,60,9,28.3,380,150,,,,,,,,,,3,2,2
22812,2011,7,9,25.08,122.03,60,9,,,,,,1550,,,,36,,,2,1,2
22813,2011,7,9,25.1,122.05,60,9,,,,,,1635,,,,,,,2,1,1
22814,2011,7,9,25.07,122.05,60,9,,,,,,170,,,,84,,,3,1,1
22815,2011,7,9,24.97,122.05,60,9,25.7,,,,,,1000,,,,,,4,2,3
22816,2011,7,9,25.93,122.07,60,9,28.5,360,,,,,,,,,,,4,4,4
22817,2011,7,9,25.08,122.12,60,9,,,,,,2300,,,,,,,2,1,1
22818,2011,7,9,25.17,122.15,60,9,29.5,0,,,,,300,,,,,,3,1,2
22819,2011,7,9,25.09,122.21,60,9,,,,,,,1840,,,,,,3,2,1
22820,2011,7,9,25.1,122.22,60,9,28.3,,,,,,1100,,,,,,4,2,3
22821,2011,7,9,25.95,122.58,60,9,25.5,150,,,,,2100,,,,,,5,4,4
22822,2011,7,9,26.53,122.59,60,9,26.4,600,80,,,,,,,,,,4,2,3
22823,2011,7,9,26.82,122.85,60,9,28.4,360,300,,,,,,,,,,5,4,3
22824,2011,7,9,26.65,122.98,60,9,25,480,,,,,,,,,,,4,3,3
22825,2011,7,9,27.16,123.14,60,9,29.3,300,,,,,,,,,,,5,4,4
22826,2011,7,9,27.3,123.17,60,9,26.9,780,50,,30,,20,,,,,,5,4,4
22827,2011,7,9,26.62,123.17,60,9,27,300,,,,,,,,,,,4,3,3
22828,2011,7,9,27.37,123.28,60,9,29,480,,,,,,,,,,,4,3,3
22829,2011,7,10,25.31,121.76,60,10,,180,,,,,,,,,,,3,2,1
22830,2011,7,10,25.18,121.78,60,10,,9,,,12,,,,,,,,2,1,1
22831,2011,7,10,25.32,121.85,60,10,,90,,,,200,,,,,,,1,1,1
22832,2011,7,10,25.13,121.87,60,10,,10.8,21,,9,,,,,,,,2,1,1
22833,2011,7,10,25.63,121.88,60,10,28.6,120,800,,,,,,,,,,3,1,2
22834,2011,7,10,25.8,122,60,10,28.1,1140,,,,,,,,,,,4,4,4
22835,2011,7,10,25.08,122.03,60,10,,,,,,1090,,,,,,,2,1,2
22836,2011,7,10,25.03,122.07,60,10,,,,,,1235,,,,60,,,2,1,1
22837,2011,7,10,25.93,122.08,60,10,25,270,,,,,,,,,,,5,4,4
22838,2011,7,10,25.82,122.08,60,10,28.6,240,,,,,,,,,,,3,2,2
22839,2011,7,10,25.02,122.15,60,10,25.5,,,,,,250,,,,,,3,2,2
22840,2011,7,10,25.03,122.17,60,10,25.9,,,,,,100,,,,,,4,2,3
22841,2011,7,10,26.08,122.22,60,10,27,180,,,,,,,,,,,4,3,3
22842,2011,7,10,26.18,122.26,60,10,30.1,1000,,,,,,,,,,,5,4,4
22843,2011,7,10,25.15,122.28,60,10,28.3,,,,,,1800,,,,,,4,2,3
22844,2011,7,10,26.61,122.59,60,10,27,270,10,,,,,,,,,,4,2,3
22845,2011,7,10,26.67,122.67,60,10,25,420,,,,,,,,,,,4,3,3
22846,2011,7,10,26.69,122.77,60,10,25.5,300,100,,,,,,,,,,5,4,3
22847,2011,7,10,27.33,123.15,60,10,26.6,720,,,,,,,,,,,5,4,4
22848,2011,7,10,27.41,123.21,60,10,28.6,660,20,,,,,,,,,,4,3,3
22849,2011,7,11,25.28,121.73,60,11,28.6,36,,,,,,,,,,,3,1,2
22850,2011,7,11,25.33,121.75,60,11,,36,,,,,,,,90,,,1,1,1
22851,2011,7,11,25.3,121.89,60,11,,120,,,,,,,,,,,3,2,1
22852,2011,7,11,25.77,121.98,60,11,28.4,420,,,,,2350,,,,,,3,2,2
22853,2011,7,11,26.87,122.05,60,11,28.1,900,,,,,,,,,,,4,4,4
22854,2011,7,11,25.1,122.08,60,11,25.7,,,,,,100,,,,,,4,2,3
22855,2011,7,11,25.15,122.15,60,11,28.3,,,,,,2150,,,,,,4,2,3
22856,2011,7,11,26.19,122.23,60,11,30,200,500,,,,,,,,,,5,4,4
22857,2011,7,11,26.5,122.54,60,11,27.2,480,,,,,1200,,,,,,4,2,3
22858,2011,7,11,26.67,122.73,60,11,25,300,,,,,,,,,,,4,3,3
22859,2011,7,11,26.73,122.75,60,11,25.7,600,200,,,,,,,,,,5,4,3
22860,2011,7,11,27.32,123.17,60,11,26.2,360,200,,,,,,,,,,5,4,4
22861,2011,7,11,27.42,123.19,60,11,28.8,432,,,,,,,,,,,4,3,3
22862,2011,7,12,25.97,121.3,60,12,,210,,,,,,,,,,,3,2,1
22863,2011,7,12,25.07,122.12,60,12,26.1,,,,,,1350,,,,,,4,2,3
22864,2011,7,12,25.95,122.45,60,12,25,60,,,,,,,,,,,4,3,3
22865,2011,7,12,26.35,122.48,60,12,26.9,180,,,,,,,,,,,4,2,3
22866,2011,7,12,26.75,122.78,60,12,25.8,600,200,,,,600,,,,,,5,4,3
22867,2011,7,13,24.92,121.93,60,13,,,,,,1000,,,,,,,2,1,1
22868,2011,7,13,25.1,122.1,60,13,26.1,,,,,,1100,,,,,,4,2,3
22869,2011,7,13,26.06,122.29,60,13,27.1,120,,,,,,,,,,,4,2,3
22870,2011,7,13,26.73,122.74,60,13,25.7,360,100,,,,,,,,,,5,4,3
22871,2011,7,14,25.23,121.97,60,14,26.2,,,,,,700,,,,,,4,2,3
22872,2011,7,15,25.25,121.72,60,15,,42,,21,,,,,,,,12,1,1,1
22873,2011,7,15,25.17,121.82,60,15,,15,9,,12,,,,,,,,2,1,1
22874,2011,7,15,25.13,121.93,60,15,,,138,,,,,,,,,,2,1,1
22875,2011,7,15,25.27,121.97,60,15,26.3,,,,,,1700,,,,,,4,2,3
22876,2011,7,16,25.25,121,60,16,26.3,,,,,,400,,,,,,4,2,3
22877,2011,7,16,25.17,121.8,60,16,,18,12,,7,,,,,,,,2,1,1
22878,2011,7,16,25.13,121.93,60,16,,,,,,378,,,,,,,2,1,1
22879,2011,7,16,24.95,121.95,60,16,,,,,,300,,,,,,,2,1,1
22880,2011,7,16,25.06,121.99,60,16,,,,,,120,,,,,,,1,1,1
22881,2011,7,16,25.04,122.02,60,16,,,,,,329,,,,,,,2,1,1
22882,2011,7,17,25.17,121.78,60,17,,21,9,,,,,,,,,,2,1,1
22883,2011,7,17,25.15,121.8,60,17,,80,,,,,,,,,,,1,1,1
22884,2011,7,17,25.13,121.93,60,17,,36,,,,,,,,,,,2,1,1
22885,2011,7,17,24.98,121.98,60,17,,13.8,,,,150,,,,,,,2,1,1
22886,2011,7,17,25.04,122.02,60,17,,,35,,,761,,,,,,,2,1,1
22887,2011,7,17,25.07,122.05,60,17,,9,,,,,,,,,,,3,1,1
22888,2011,7,18,25.27,121.75,60,18,,48,,,18,,,,,,,12,1,1,1
22889,2011,7,18,25.15,121.82,60,18,,30,,,,,,,,,,,1,1,1
22890,2011,7,18,24.97,121.97,60,18,,24,,,,,,,,,,,2,1,1
22891,2011,7,18,25.05,122.05,60,18,,24,,,,100,,,,,,,2,1,1
22892,2011,7,19,25.3,121.7,60,19,,21,,,,,,,,,,,2,1,1
22893,2011,7,19,25.3,121.78,60,19,28.9,30,,,,,,,,,,,3,1,2
22894,2011,7,19,25.77,121.85,60,19,28.3,270,,,,,,,,,,,3,2,2
22895,2011,7,19,25.13,121.93,60,19,,,,,,,,,,90,,,2,1,1
22896,2011,7,19,24.98,121.98,60,19,,6,,,,,,,,,,,2,1,1
22897,2011,7,19,25.06,121.99,60,19,,,,,,,,,,60,,,1,1,1
22898,2011,7,19,26.08,122.3,60,19,27.1,120,200,,,,,,,,,,4,2,3
22899,2011,7,20,25.27,121.72,60,20,28.6,60,,,,,,,,,,,3,1,2
22900,2011,7,20,25.3,121.74,60,20,,30,,,,,,,,,,,2,1,1
22901,2011,7,20,25.35,121.8,60,20,,90,,,,350,,,,,,60,2,1,2
22902,2011,7,20,25.48,121.85,60,20,,90,,,,,,,,,,,3,2,1
22903,2011,7,20,25.92,121.9,60,20,27,,,,,,,,,,,,4,3,3
22904,2011,7,20,25,122,60,20,,6,,,,,,,,270,,,2,1,1
22905,2011,7,20,26.06,122.3,60,20,27.1,300,600,,,,,,,,,,4,2,3
22906,2011,7,20,26.48,123.47,60,20,25.5,360,1200,,,,,,,,,,5,4,4
22907,2011,7,21,25.28,121.73,60,21,,72,,,,,,,,,,,2,1,1
22908,2011,7,21,25.28,121.76,60,21,,150,,,,,,,,,,,3,2,1
22909,2011,7,21,25.28,121.77,60,21,29.1,90,,,,,,,,,,,3,1,2
22910,2011,7,21,25.3,121.78,60,21,,120,,,,,,,,,,90,2,1,2
22911,2011,7,21,25.15,121.8,60,21,,80,,,,,,,,,,,1,1,1
22912,2011,7,21,25.13,121.93,60,21,,,,,,1700,,,,,,,2,1,1
22913,2011,7,21,25.06,121.99,60,21,,,,,,24,,,,30,,,1,1,1
22914,2011,7,21,25.78,122.03,60,21,29.1,90,,,,,,,,,,,4,2,3
22915,2011,7,21,25.08,122.03,60,21,,66,,,,,,,,,,10.2,2,1,2
22916,2011,7,21,26.01,122.28,60,21,27.4,180,500,,,,,,,,,,4,2,3
22917,2011,7,21,26.55,122.6,60,21,25,180,200,,,,,,,,,,4,3,3
22918,2011,7,21,26.53,123.23,60,21,25,660,1000,,,,880,,,,,,5,4,4
22919,2011,7,21,26.4,123.25,60,21,27,,,,,,,,,,,,4,3,3
22920,2011,7,22,25.32,121.62,60,22,26.7,138,,,,,,,,,,,3,2,2
22921,2011,7,22,25.36,121.62,60,22,,270,,,,,50,,,,,,3,2,1
22922,2011,7,22,25.3,121.63,60,22,28.7,42,,,25,,,,,,,,4,2,3
22923,2011,7,22,25.28,121.73,60,22,29.7,0,,,,,,,,,,,3,1,2
22924,2011,7,22,25.72,121.77,60,22,28.1,228,,,,,,,,,,,3,2,2
22925,2011,7,22,25.55,121.8,60,22,27.1,6,,,,,,,,,,,4,2,3
22926,2011,7,22,25.15,121.8,60,22,,60,,,,,,,,,,,1,1,1
22927,2011,7,22,25.15,121.82,60,22,,30,15,,,,,,,,,,2,1,1
22928,2011,7,22,25.35,121.85,60,22,,42,,,,,,,,,,,2,1,2
22929,2011,7,22,25.13,121.93,60,22,,,,,,280,,,,,,,2,1,1
22930,2011,7,22,25.05,122.01,60,22,,,,,,900,,,,771,,,2,1,1
22931,2011,7,22,25.04,122.02,60,22,,,,,,699,,,,,,,2,1,1
22932,2011,7,22,25.06666667,122.05,60,22,,1.2,,,,,,,,3,,1.2,2,1,2
22933,2011,7,22,25.07,122.05,60,22,,3,60,,18,,,,,,,,3,1,1
22934,2011,7,22,25.05,122.1,60,22,,,120,,,850,,,,,,,2,1,1
22935,2011,7,22,26.09,122.18,60,22,30.3,120,1800,,,,,,,,,,5,4,4
22936,2011,7,22,26.14,122.36,60,22,25.8,360,1000,,,,1000,,,,,,5,4,3
22937,2011,7,22,26.81,122.85,60,22,27.8,240,20,,,,,,,,,,4,2,3
22938,2011,7,22,26.65,122.97,60,22,25,180,,,,,,,,,,,4,3,3
22939,2011,7,22,26.57,123.1,60,22,28.8,1320,,,,,,,,,,,4,4,4
22940,2011,7,22,26.55,123.18,60,22,25.5,1920,700,,,,700,,,,,,5,4,4
22941,2011,7,22,26.57,123.25,60,22,28.5,180,,,,,,,,,,,3,3,4
22942,2011,7,22,26.6,123.95,60,22,27,420,,,,,,,,,,,4,3,3
22943,2011,7,23,25.32,121.35,60,23,26.9,120,,,,,,,,,,,3,2,2
22944,2011,7,23,25.32,121.68,60,23,,180,,,,,,,,,,,3,2,1
22945,2011,7,23,25.26,121.7,60,23,,30,,,,,,,,,,,2,1,1
22946,2011,7,23,25.45,121.77,60,23,29.8,0,3000,,,,,,,,,,3,1,2
22947,2011,7,23,25.18,121.8,60,23,,48,15,,,,,,,,,,2,1,1
