No,Year,Month,Day,Lat,Lon,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
23117,2011,7,31,25.05,122.01,,,,,,900,,,,,,,2,1,1
23118,2011,7,31,25.04,122.02,,,,,,800,,,,,,,2,1,1
23119,2011,7,31,25.08,122.03,,,,,,134,,,,,,,2,1,2
23120,2011,7,31,25.74,122.28,,108,,,,,,,,,,,3,2,1
23121,2011,7,31,26.1,122.3,28.5,48,,,,,2400,,,,,,3,2,2
23122,2011,7,31,25.95,122.33,30,90,,,,,,,,,,,3,1,2
23123,2011,7,31,26.82,122.9,30.9,540,,,,,,,,,,,5,4,4
23124,2011,7,31,26.58,122.95,,300,,,,,,,,,,,3,2,2
23125,2011,7,31,27.19,122.97,29.1,600,,,,,,,,,,,4,2,3
23126,2011,7,31,26.77,122.98,28.1,420,200,,,,,,,,,,5,4,3
23127,2011,7,31,26.63,122.98,25,300,,,,,,,,,,,4,3,3
23128,2011,7,31,26.28,123,29.9,258,,,,,,,,,,,4,2,3
23129,2011,7,31,27.08,123.03,29.5,1500,,,,,,,,,,,4,4,4
23130,2011,7,31,27.03,123.08,26.5,2520,4000,,,,,,,,,,5,4,4
23131,2011,7,31,27.23,123.13,29,300,,,,,,,,,,,3,3,4
23132,2011,7,31,27.53,123.2,27,900,,,,,,,,,,,4,3,3
23133,2011,7,31,27.38,123.22,29.5,600,,,,,,,,,,,4,3,3
23134,2011,7,31,27.08,123.27,28.2,660,50,,10,,,,,,,,5,4,4
23135,2011,7,31,27.58,123.33,27.6,900,,,,,,,,,,,4,2,3
23136,2011,8,1,25.5,121.32,28.1,300,,,,,,,,,,,3,2,2
23137,2011,8,1,25.22,121.74,,90,,,,,,,,,,,2,1,1
23138,2011,8,1,25.15,121.88,,72,,,,,,,,,,,2,1,2
23139,2011,8,1,25.13,121.97,,60,,,,,,,,,,,1,1,1
23140,2011,8,1,25.07,121.98,,78,,,,405,,,,120,,,2,1,1
23141,2011,8,1,25.1,122.03,,,,60,,,,,,,,,2,1,1
23142,2011,8,1,25.07,122.07,,,,,,60,,,,,,,2,1,1
23143,2011,8,1,25.63,122.08,,18,,3,,,,,,30,,,3,1,1
23144,2011,8,1,26.03,122.22,27.8,420,,,,,,,,,,,3,2,2
23145,2011,8,1,25.93,122.25,30,600,,,,,,,,,,,3,1,2
23146,2011,8,1,26.09,122.29,,180,,,,,,,,,,,3,2,1
23147,2011,8,1,26.25,122.33,29.8,186,,,,,,,,,,,4,2,3
23148,2011,8,1,26.09,122.34,29.6,300,,5,,,,,,,,,4,2,3
23149,2011,8,1,25.9,122.45,,2.4,,,,,,,,,,,3,2,2
23150,2011,8,1,26.33,122.5,26,120,,,,,,,,,,,4,3,3
23151,2011,8,1,26.79,122.88,31.2,300,,,,,,,,,,,5,4,4
23152,2011,8,1,26.77,122.94,28.6,480,300,,,,,,,,,,5,4,3
23153,2011,8,1,26.98,122.97,27.8,180,,,,,,,,,,,5,4,4
23154,2011,8,1,27.38,123.04,29.7,210,,,,,,,,,,,4,3,3
23155,2011,8,1,27.08,123.05,30.1,1440,,,,,,,,,,,4,4,4
23156,2011,8,1,27.17,123.1,29.3,420,,,,,,,,,,,3,3,4
23157,2011,8,1,27.08,123.1,26.5,1080,1300,,,,,,,,,,5,4,4
23158,2011,8,1,27.62,123.23,27.1,120,,,,,,,,,,,4,2,3
23159,2011,8,1,27.6,123.27,27,600,,,,,,,,,,,4,3,3
23160,2011,8,2,25.53,121.28,28.7,216,,,,,,,,,,,4,2,3
23161,2011,8,2,25.53,121.35,28.5,270,,,220,,,,,,,,3,2,2
23162,2011,8,2,25.18,121.74,,48,,,,,,,,,,,2,1,1
23163,2011,8,2,25.13,121.82,,30,,,,,,,,,,,1,1,1
23164,2011,8,2,25.17,121.9,,60,,,,,,,,,,,2,1,2
23165,2011,8,2,25.13,121.97,,90,,,,,,,,,,18,1,1,1
23166,2011,8,2,25.07,121.98,,,,,,240,,,,,,,2,1,1
23167,2011,8,2,25.1,122.03,,,,60,,,,,,,,,2,1,1
23168,2011,8,2,25.88,122.05,26.5,0,,,,,,,,,,,5,4,4
23169,2011,8,2,26.8,122.07,29.5,,,,,,,,,,,,4,4,4
23170,2011,8,2,25.07,122.07,,,,,,1505,,,,,,,2,1,1
23171,2011,8,2,25.63,122.08,,30,,,,200,,,,,,,3,1,1
23172,2011,8,2,26.07,122.1,27.3,,,,,,,,,,,,5,4,4
23173,2011,8,2,25.88,122.1,27.1,0,,,,,,,,,,,4,2,3
23174,2011,8,2,25.97,122.18,30,120,,,,,,,,,,,3,1,2
23175,2011,8,2,26.58,122.2,30.8,600,,,,,,,,,,,5,4,4
23176,2011,8,2,26.15,122.26,29.4,1080,200,30,,,,,,,,,4,2,3
23177,2011,8,2,26.92,122.28,27,300,,,,,,,,,,,4,3,3
23178,2011,8,2,26.13,122.28,27.6,270,,,,,,,,,,,3,2,2
23179,2011,8,2,26.98,122.31,,150,,,,,,,,,,,3,2,1
23180,2011,8,2,26.13,122.35,26,360,,,,,2000,,,,,,4,3,3
23181,2011,8,2,26.2,122.69,28.5,540,100,,,,,,,,,,5,4,3
23182,2011,8,2,27.37,123.17,30.1,96,,,,,,,,,,,4,3,3
23183,2011,8,3,25.83,120.72,27,180,,,,,,,,,,,4,3,3
23184,2011,8,3,25.48,121.47,28.1,66,,,,,,,,,,,3,2,2
23185,2011,8,3,25.51,121.51,,102,,,,,,,,,,,3,2,1
23186,2011,8,3,25.18,121.74,,54,,,,,,,,,,,2,1,1
23187,2011,8,3,25.13,121.98,,,,,,1653,,,,,,,2,1,1
23188,2011,8,3,25.07,121.98,,,,,,465,,,,,,,2,1,1
23189,2011,8,3,25.11666667,122.05,,,,,,,,,,180,,,2,1,1
23190,2011,8,3,25.1,122.05,,,,,,2096,,,,,,,2,1,2
23191,2011,8,3,25.08,122.05,,,,,,4020,,,,,,,2,1,1
23192,2011,8,3,25.63,122.08,,18,,,,,,,,,,,3,1,1
23193,2011,8,3,26.07,122.22,28.8,1140,100,,,,,,,,,,4,2,3
23194,2011,8,3,26.51,122.22,,480,,,,,,,,,,,5,4,4
23195,2011,8,3,26.07,122.32,27.8,270,,,,,,,,,,,3,2,2
23196,2011,8,3,26.04,122.39,29,480,200,,,,300,,,,,,5,4,3
23197,2011,8,4,25.73,121.8,28.5,288,,,,,,,,,,,3,2,2
23198,2011,8,4,25.13,121.98,,21,,,,500,,,,,,,2,1,1
23199,2011,8,4,25.07,121.98,,60,,,,570,,,,,,,2,1,1
23200,2011,8,5,25.67,121.85,28.6,180,,,,,,,,,,,3,2,2
23201,2011,8,5,25.15,121.87,,60,,,,,,,,,,,2,1,2
23202,2011,8,5,25.13,121.98,,6,,,,630,,,,,,,2,1,1
23203,2011,8,6,24.92,120.83,28.1,360,,,,,,,,,,,3,2,2
23204,2011,8,6,25.15,121.85,,72,30,,,,,,,,,,2,1,2
23205,2011,8,6,25.13,121.97,,48,,,,,,,,,,,1,1,1
23207,2011,8,6,26.08,122.31,28.1,480,,,,,,,,,,,4,2,3
23208,2011,8,7,25.02,120.37,28.7,360,,,,,,,,,,,4,2,3
23209,2011,8,7,25.07,120.75,26,420,,,,,,,,,,,4,3,3
23210,2011,8,7,25.02,120.83,28.5,420,,,,,,,,,,,3,2,2
23211,2011,8,7,25.28,121.78,,144,,,,,,,,,,,2,1,1
23212,2011,8,7,25.42,121.8,29.5,0,,,,,5000,,,,,,3,1,2
23213,2011,8,7,25.35,121.84,,6,,,,,5000,,,,,,3,2,1
23214,2011,8,7,25.15,121.88,,18,30,,,,,,,,,,2,1,2
23215,2011,8,7,25.13,121.95,,66,,,,,,,,,,15,1,1,1
23216,2011,8,7,25.13,121.98,,25.8,,,,300,,,,,,,2,1,1
23217,2011,8,7,25.07,121.98,,,,,,,,,,240,,,2,1,1
23218,2011,8,7,25.1,122.03,,30,,36,,,,,,,,,2,1,1
23219,2011,8,7,25.11666667,122.05,,,,,,,,,,,,,2,1,1
23220,2011,8,7,25.08,122.05,,,,,,,210,,,,,,2,1,1
23221,2011,8,7,25.63,122.08,,12,,,,,,,,180,,,3,1,1
23222,2011,8,7,25.08,122.1,27.1,0,,,,,,,,,,,4,2,3
23223,2011,8,7,26,122.16,27.8,420,100,,,,600,,,,,,5,4,3
23224,2011,8,7,26.05,122.32,30.2,180,,,,,,,,,,,5,4,4
23225,2011,8,7,26.3,122.37,26,1200,200,,100,,,,,,,,4,3,3
23226,2011,8,7,25.97,122.38,26.4,,,,,,,,,,,,3,2,2
23227,2011,8,7,26.07,122.52,28.2,240,120,,,,2500,,,,,,4,2,3
23228,2011,8,7,26.17,122.52,,900,,,,,1000,,,,,,3,2,2
23229,2011,8,7,27.08,123.1,25,3900,450,,400,,,,,,,,5,4,4
23230,2011,8,8,25.38,120.52,26,600,,,,,,,,,,,4,3,3
23231,2011,8,8,24.92,120.6,29.2,186,,,,,,,,,,,4,2,3
23232,2011,8,8,25.18,120.93,28.1,180,,,,,,,,,,,3,2,2
23233,2011,8,8,25.29,121.78,,72,,,,,300,,,,,,3,2,1
23234,2011,8,8,25.3,121.78,,60,,,,,,,,,,,2,1,1
23235,2011,8,8,25.45,121.78,29.5,0,,,,,1200,,,,,,3,1,2
23236,2011,8,8,25.27,121.83,,30,,,,,,,,,,48,2,1,2
23237,2011,8,8,25.03,121.97,,12,,17,,,,,,,,,2,1,1
23238,2011,8,8,25.13,121.98,,9,,,,300,,,,,,,2,1,1
23239,2011,8,8,25.1,122.03,,,,90,,,,,,518,,,2,1,1
23240,2011,8,8,26.23,122.32,27,330,,,,,,,,,,,3,2,2
23241,2011,8,8,26.1,122.32,27.7,480,200,,,,1000,,,,,,5,4,3
23242,2011,8,8,26.35,122.35,25,600,100,,,,200,,,,,,4,3,3
23243,2011,8,8,26.22,122.57,,180,,,,,,,,,,,3,2,2
23244,2011,8,8,26.14,122.89,29.3,180,,,,,,,,,,,5,4,4
23245,2011,8,8,27.02,123,27,390,,,,,,,,,,,4,2,3
23246,2011,8,8,27,123.12,29.1,540,50,,,,600,,,,,,4,4,4
23247,2011,8,8,27.12,123.15,25.5,900,200,,,,,,,,,,5,4,4
23248,2011,8,8,26.62,123.27,28.4,900,50,,10,,3000,,,,,,4,2,3
23249,2011,8,9,24.95,120.63,29.2,252,,,,,,,,,,,4,2,3
23250,2011,8,9,25.17,120.67,27,900,,,,,,,,,,,4,3,3
23251,2011,8,9,25.5,121.33,28.5,300,,,,,,,,,,,3,2,2
23252,2011,8,9,25.3,121.78,,48,,,,,,,,,,,2,1,1
23253,2011,8,9,25.69,121.81,,36,,,,,,,,,,,3,2,1
23254,2011,8,9,25.22,121.87,,50,,,30,,,,,,,,1,1,1
23255,2011,8,9,25.13,121.98,,,,,,350,,,,,,,2,1,1
23256,2011,8,9,25.07,121.98,,48,,6,,,,,,120,,,2,1,1
23257,2011,8,9,24.98,121.98,,12,,,,,18,,,,,,2,1,1
23258,2011,8,9,25.11666667,122.05,,30,,,,,,,,,,,2,1,1
23259,2011,8,9,25.63,122.08,,36,,,30,,,,,,,,3,1,1
23260,2011,8,9,25.73,122.08,29.4,60,,,,,,,,,,,3,1,2
23261,2011,8,9,26.05,122.27,27.9,150,,,,,,,,,,,3,2,2
23262,2011,8,9,26.38,122.43,25,0,,,,,,,,,,,4,3,3
23263,2011,8,9,26.33,122.51,27.5,360,200,,,,700,,,,,,5,4,3
23264,2011,8,9,26.47,122.52,27.1,360,,,,,,,,,,,4,2,3
23265,2011,8,9,26.65,122.9,30.7,330,,,,,,,,,,,5,4,4
23266,2011,8,9,26.98,123.08,,360,,,,,,,,,,,3,2,2
23267,2011,8,9,27.12,123.12,26,1200,65,,,,100,,,,,,5,4,4
23268,2011,8,9,27.08,123.17,29.3,1200,,,,,,,,,,,4,4,4
23269,2011,8,9,26.68,123.33,29.2,360,50,,,,,,,,,,4,2,3
23270,2011,8,10,25,120.67,29.4,198,,,,,,,,,,,4,2,3
23271,2011,8,10,25.25,120.73,27,300,,,,,,,,,,,4,3,3
23272,2011,8,10,25.48,121.32,28.1,360,,,,,,,,,,,3,2,2
23273,2011,8,10,25.4,121.55,31,54,,6,,,,,,,,,4,3,3
23274,2011,8,10,25.32,121.74,,22.8,,,,,18,,,,,,2,1,1
23275,2011,8,10,25.51,121.82,,180,,,,,,,,,,,3,2,1
23276,2011,8,10,25.13,121.97,,48,,,18,,,,,,,15,1,1,1
23278,2011,8,10,25.07,121.98,,30,,,,,,,,,,,2,1,1
23279,2011,8,10,25,122,,72,,,,,,,,240,,,2,1,1
23280,2011,8,10,25.11666667,122.05,,36,,,,,,,,,,,2,1,1
23281,2011,8,10,25.63,122.08,,18,,,18,,,,,60,,,3,1,1
23282,2011,8,10,26.28,122.25,29,240,,,,,,,,,,,3,1,2
23283,2011,8,10,26.43,122.47,27.7,420,100,,,,500,,,,,,5,4,3
23284,2011,8,10,26.5,122.5,27.2,390,,,,,,,,,,,4,2,3
23285,2011,8,10,26.32,122.86,30.7,210,,,,,1500,,,,,,5,4,4
23286,2011,8,10,27.23,123.1,,180,,,,,,,,,,,3,2,2
23287,2011,8,10,27.12,123.12,25,600,,,,,,,,,,,4,3,3
23288,2011,8,10,27.18,123.17,26,870,50,,60,,,,,,,,5,4,4
23289,2011,8,10,27.08,123.18,29.5,1140,,,,,,,,,,,4,4,4
23290,2011,8,10,27.16,123.24,29.4,720,,,50,,,,,,,,4,2,3
23291,2011,8,11,25.5,121.38,28.5,240,,,,,,,,,,,3,2,2
23292,2011,8,11,25.49,121.4,,150,,,20,,,,,,,,3,2,1
23293,2011,8,11,25.32,121.74,,18,,,,,,,,,,,2,1,1
23294,2011,8,11,25.2,121.85,,30,,,100,,,,,,,,1,1,1
23295,2011,8,11,25.13,121.95,,72,,,6,,,,,,,9,1,1,1
23296,2011,8,11,25.13,121.98,,,,,,700,,,,,,,2,1,1
23297,2011,8,11,25.07,121.98,,36,,,,,,,,,,,2,1,1
23298,2011,8,11,25.08,122.03,,2.1,,2,,,,,,24,,,2,1,2
23299,2011,8,11,26.42,122.05,27.1,18,,,,,,,,,,,4,2,3
23300,2011,8,11,25.1,122.05,,,,,,206,,,,,,,2,1,2
23301,2011,8,11,25.08,122.05,,,,,,400,,,,,,,2,1,1
23302,2011,8,11,25.63,122.08,,,,,6,200,,,,30,,,3,1,1
23303,2011,8,11,26.2,122.32,29.8,120,,,,,,,,,,,3,1,2
23304,2011,8,11,26.17,122.48,30.8,300,250,150,,,,,,,,,5,4,4
23305,2011,8,11,26.21,122.51,27.8,360,200,,,,300,,,,,,5,4,3
23306,2011,8,11,26.62,122.88,,0,,,,,,,,,,,3,2,2
23307,2011,8,11,27.18,123.12,25,300,,,,,,,,,,,4,3,3
23308,2011,8,11,27.13,123.12,26,150,380,,,,,,,,,,5,4,4
23309,2011,8,11,27.1,123.17,29.8,660,,,,,,,,,,,4,4,4
23310,2011,8,11,27.19,123.28,29.6,120,,,,,,,,,,,4,2,3
23311,2011,8,12,25.51,121.37,,78,,,,,,,,,,,3,2,1
23312,2011,8,12,25.68,121.67,28.1,150,,,,,,,,,,,3,2,2
23313,2011,8,12,25.07,121.97,,,,,,3000,,,,,,,2,1,1
23314,2011,8,12,25.13,121.98,,,,,,540,,,,,,,2,1,1
23315,2011,8,12,25.07,121.98,,,,,,145,,,,,,,2,1,1
23316,2011,8,12,25.11666667,122.05,,,,210,,,,,,,,,2,1,1
23317,2011,8,12,25.1,122.05,,,,,,744,,,,,,,2,1,2
23318,2011,8,12,26.09,122.5,29.1,12,,,,,300,,,,,,4,2,3
23319,2011,8,13,25.5,121.18,28.5,420,,,,,,,,,,,3,2,2
23320,2011,8,13,25.43,121.43,,90,,,119,,,,,,,,3,2,1
23321,2011,8,13,25.13,121.82,,,,,60,,,,,,,,1,1,1
23323,2011,8,13,25.07,121.98,,,360,,,300,,,,,,,2,1,1
23324,2011,8,13,25.1,122.03,,60,,180,,,,,,,,,2,1,1
23325,2011,8,13,25.08,122.05,,,,,,500,,,,,,,2,1,1
23326,2011,8,14,25.52,121.22,28.1,360,,,,,,,,,,,3,2,2
23327,2011,8,14,25.33,121.88,,120,,,,,,,,,,,2,1,2
23328,2011,8,14,25.13,121.97,,72,,,,,,,,,,12,1,1,1
23329,2011,8,14,25.11666667,122.05,,,,64,,,,,,,,,2,1,1
23330,2011,8,15,25.28,121.75,,48,,,,,,,,,,,2,1,2
23331,2011,8,15,25.13,121.82,,,,,100,,,,,,,,1,1,1
23332,2011,8,15,25.1,122.03,,,,180,,,,,,,,,2,1,1
23333,2011,8,16,25.27,121.72,,18,,,,,,,,1800,,,2,1,2
23334,2011,8,16,25.36,121.74,,90,,,,,,,,,,,2,1,1
23335,2011,8,16,25.02,121.98,,,,168,,,,,,2000,,,2,1,1
23336,2011,8,16,25.1,122.03,,,,300,,,,,,,,,2,1,1
23337,2011,8,17,25.36,121.74,,78,,,30,,,,,,,,2,1,1
23338,2011,8,17,25.13,121.82,,,,,40,,,,,,,,1,1,1
23339,2011,8,17,25.13,121.98,,,,,,,,,,444.6,,,2,1,1
23340,2011,8,17,25.02,121.98,,,,240,,,,,,200,,,2,1,1
23341,2011,8,17,25.02,121.98,,,,120,,,,,,600,,,2,1,2
23342,2011,8,17,25.1,122.03,,60,,,,,,,,35,,,2,1,1
23343,2011,8,17,25.11666667,122.05,,,,,,65,,,,,,,2,1,1
23345,2011,8,18,25.3,121.7,,12,,,6,17,,,,2.4,,33.33,2,1,2
23346,2011,8,18,25.4,121.74,,60,,,36,,,,,,,,2,1,1
23347,2011,8,18,25.32,121.75,29.8,36,,,,,,,,,,,3,1,2
23348,2011,8,18,25.13,121.82,,,,,20,,,,,,,,1,1,1
23349,2011,8,18,25.13,121.98,,,,,,,,,,444.6,,,2,1,1
23350,2011,8,18,25.07,121.98,,,360,240,,,,,,,,,2,1,1
23351,2011,8,18,25.02,121.98,,,,360,,,,,,3000,,,2,1,1
23352,2011,8,18,25.02,121.98,,,,240,,,,,,480,,,2,1,2
23353,2011,8,18,25.02,122.01,,,,240,,,,,,300,,,1,1,1
23354,2011,8,18,25.1,122.03,,,,300,,,,,,1830,,,2,1,1
23356,2011,8,19,25.51,121.41,,102,,,5,,30,,,,,,3,2,1
23357,2011,8,19,25.4,121.74,,54,,,24,,,,,,,,2,1,1
23358,2011,8,19,25.15,121.8,,40,,,,,,,,,,,1,1,1
23359,2011,8,19,25.3,121.87,29.8,30,,,,,500,,,,,,3,1,2
23360,2011,8,19,25.13,121.98,,,,90,,,,,,213.6,,,2,1,1
23361,2011,8,19,25.07,121.98,,,,150,,,,,,480,,,2,1,1
23362,2011,8,19,25.02,121.98,,,,120,,,,,,1200,,,2,1,1
23363,2011,8,19,25.02,121.98,,,,120,,,,,,900,,,2,1,2
23364,2011,8,19,25.02,122.01,,,,180,,,,,,420,,,1,1,1
23365,2011,8,19,25.1,122.03,,,,120,,,,,,1100,,,2,1,1
23366,2011,8,19,26.66,122.62,28,210,3,,,,,,,,,,4,2,3
23367,2011,8,19,25.9,122.62,26.9,0,,,,,,,,,,,3,2,2
23368,2011,8,19,26.32,122.68,26,120,,,,,,,,,,,4,3,3
23369,2011,8,19,27.03,123.03,26,360,,,120,,,,,,,,5,4,4
23370,2011,8,19,26.27,123.2,29.9,300,,,,,,,,,,,5,4,4
23371,2011,8,20,25.08,120.82,27,,,,,,,,,,,,4,3,3
23372,2011,8,20,25.43,121.36,,66,,,,,,,,,,,3,2,1
23373,2011,8,20,25.36,121.74,,42,,,18,,,,,,,,2,1,1
23374,2011,8,20,25.57,121.85,27.8,720,,,,,,,,,,,3,2,2
23375,2011,8,20,25.32,121.85,29.6,60,200,,,,,,,,,,3,1,2
23376,2011,8,20,25.2,121.85,,30,,,,,,,,,,,1,1,1
23377,2011,8,20,25.1,121.92,,,,,,,,,,1260,,36,2,1,2
23378,2011,8,20,25.13,121.98,,,,150,,,,,,291.6,,,2,1,1
23379,2011,8,20,25.02,121.98,,,,240,,,,,,1600,,,2,1,1
23380,2011,8,20,24.98,122.02,,,,120,,,,,,180,,,1,1,1
23381,2011,8,20,25.1,122.03,,30,,,,,,,,1000,,,2,1,1
23382,2011,8,20,26.61,122.73,29,360,300,100,,,700,,,,,,5,4,3
23383,2011,8,20,26,122.8,29.1,102,,,,,,,,,,,4,2,3
23384,2011,8,20,26.83,122.85,,180,,,100,,,,,,,,3,2,2
23385,2011,8,20,26.72,122.88,29.4,300,100,,,,,,,,,,4,2,3
23386,2011,8,20,26.77,123.03,26,120,,,,,,,,,,,4,3,3
23387,2011,8,20,27.1,123.05,26,300,,,300,,,,,,,,5,4,4
23388,2011,8,20,26.68,123.13,29.8,330,,,20,,,,,,,,4,3,4
23389,2011,8,20,26.25,123.18,30,660,,,,,,,,,,,5,4,4
23390,2011,8,21,25.4,121.74,,24,,,30,,,,,,,,2,1,1
23391,2011,8,21,25.42,121.8,30.2,180,,,,,,,,,,,3,1,2
23392,2011,8,21,25.57,121.88,27.4,420,,,350,,,,,,,,3,2,2
23393,2011,8,21,25.1,121.92,,,,,,,,,,900,,30,2,1,2
23394,2011,8,21,25.13,121.98,,,,111,,,,,,480,,,2,1,1
23395,2011,8,21,25.07,121.98,,,,300,,,,,,180,,,2,1,1
23396,2011,8,21,25.02,121.98,,,,120,,,,,,,,,2,1,1
23397,2011,8,21,25.1,122.03,,,,,,,,,,735,,,2,1,1
23398,2011,8,21,25.58,122.19,,30,,,,,,,,,,,3,2,1
23399,2011,8,21,26.95,122.87,,300,,,200,,,,,,,,3,2,2
23400,2011,8,21,26.87,122.87,27.6,660,1000,,240,,,,,,,,5,4,4
23401,2011,8,21,26.72,122.9,27.1,180,300,30,10,,,,,,,,4,2,3
23402,2011,8,21,26.83,122.97,28.6,240,,,25,,,,,,,,4,3,4
23403,2011,8,21,26.47,122.98,28,180,,,,,,,,,,,4,3,3
23404,2011,8,21,27.41,123.17,30,258,,,,,,,,,,,4,3,3
23405,2011,8,21,26.23,123.2,30,450,,,,,,,,,,,5,4,4
23406,2011,8,21,27.05,123.26,29,420,600,,200,,600,,,,,,5,4,3
23407,2011,8,21,27.25,123.47,26,120,,,,,,,,,,,4,3,3
23408,2011,8,21,26.37,124,29.7,60,400,,,,,,,,,,4,2,3
23409,2011,8,21,26.62,124.07,26,180,100,,,,,,,,,,5,4,4
23410,2011,8,22,25.25,121.68,30,0,,,,,1000,,,,,,3,1,2
23411,2011,8,22,25.57,121.88,27.1,192,,,,,,,,,,,3,2,2
23412,2011,8,22,25.1,121.92,,90,,,,,,,,600,,,2,1,2
23413,2011,8,22,25.13,121.98,,,,141,,,,,,120,,,2,1,1
23414,2011,8,22,25.02,121.98,,,,570,,,,,,700,,,2,1,1
23415,2011,8,22,25.1,122.03,,,,,,,,,,500,,,2,1,1
23418,2011,8,22,26.03,122.25,27.1,18,,,,,,,,,,,3,2,2
23419,2011,8,22,25.96,122.42,,150,180,,,,,,,,,,3,2,1
23420,2011,8,22,26.55,122.52,27.1,48,,,,,,,,,,,4,2,3
23421,2011,8,22,26.98,122.87,29.6,360,10,,250,,,,,,,,4,3,3
23422,2011,8,22,26.9,122.88,27.5,420,25,,1500,,,,,,,,5,4,4
23423,2011,8,22,26.98,122.92,,240,,,100,,,,,,,,3,2,2
23424,2011,8,22,26.64,122.92,28,300,200,30,,,,,,,,,4,2,3
23425,2011,8,22,26.77,122.97,27,60,,,,,,,,,,30,4,3,3
23426,2011,8,22,26.22,123.18,29.5,180,,,,,,,,,,,5,4,4
23427,2011,8,22,26.27,123.23,29.5,600,450,,,,750,,,,,,4,3,4
23428,2011,8,22,27.05,123.27,26,300,80,,200,,,,,,,,5,4,4
23429,2011,8,22,27.14,123.3,28,300,500,,,,200,,,,,,5,4,3
23430,2011,8,22,27.27,123.48,26,180,,,,,,,,,,,4,3,3
23431,2011,8,22,27.27,124.08,29.7,150,,,,,,,,,,,4,2,3
23432,2011,8,23,25.36,121.74,,42,,,18,,,,,,,,2,1,1
23433,2011,8,23,25.1,121.92,,30,,,,,,,,900,,,2,1,2
23434,2011,8,23,25.78,121.97,27.3,180,,,,,400,,,,,,3,2,2
23435,2011,8,23,25.13,121.98,,,,34,,,,,,648,,,2,1,1
23436,2011,8,23,25.07,121.98,,,,360,,,,,,468,,,2,1,1
23437,2011,8,23,25.02,121.98,,,,,,,,,,3000,,,2,1,1
23438,2011,8,23,25,121.98,,,,72,,,,,,360,,,1,1,1
23439,2011,8,23,25.1,122.03,,,,,,,,,,2122,,,2,1,1
23440,2011,8,23,25.11666667,122.05,,,,60,,,,,,,,,2,1,1
23441,2011,8,23,25.63,122.08,,,,,,,,,,,,,3,1,1
23442,2011,8,23,26.23,122.48,30.4,18,,,,,,,,,,,3,1,2
23443,2011,8,23,26.11,122.52,,72,1200,,,,,,,,,,3,2,1
23444,2011,8,23,26.17,122.65,30,180,,,,,,,,,,,5,4,4
23445,2011,8,23,25.95,122.67,27.3,120,30,,7,,,,,,,,3,2,2
23446,2011,8,23,27.02,122.9,,540,,,200,,,,,,,,3,2,2
23447,2011,8,23,26.77,123.02,28,300,,,,,,,,,,,4,3,3
23448,2011,8,23,27.02,123.03,28.8,390,,,,,,,,,,,4,2,3
23449,2011,8,23,27.44,123.05,30,216,,,,,,,,,,,4,3,3
23450,2011,8,23,26.82,123.07,27.3,150,,,,,,,,,,,4,2,3
23451,2011,8,23,26.75,123.12,26.5,660,,,150,,,,,,,,5,4,4
23452,2011,8,23,26.35,123.13,26,60,,,,,,,,,,,4,3,3
23453,2011,8,23,26.28,123.25,30.3,480,100,,,,3500,,,,,,4,3,4
23454,2011,8,23,27.07,123.28,28.3,180,,,,,,,,,,,5,4,4
23455,2011,8,23,27.2,123.39,28,180,200,,300,,,,,,,,5,4,3
23456,2011,8,23,26.42,123.75,29.7,138,,,,,,,,,,,4,2,3
23457,2011,8,24,25.13,121.98,,,,94,,,,,,90,,,2,1,1
23458,2011,8,24,25.07,121.98,,,,240,,,,,,204,,,2,1,1
23459,2011,8,24,25.02,121.98,,,,96,,,,,,700,,,2,1,1
23460,2011,8,24,25.8,122.03,27.1,150,,,,,,,,,,,3,2,2
23462,2011,8,24,26,122.42,28.5,180,,,,,,,,,,,5,4,4
23463,2011,8,24,26.61,122.58,,180,15,,3,,20,,,,,,3,2,1
23464,2011,8,24,25.88,122.75,27.1,0,,,,,,,,,,,3,2,2
23465,2011,8,24,27.02,122.82,30.1,120,,,,,,,,,,,3,1,2
23466,2011,8,24,26.9,122.85,28,660,,,1000,,,,,,,,5,4,4
23467,2011,8,24,26.9,122.92,26,300,,,,,,,,,,,4,3,3
23468,2011,8,24,27.1,122.95,,420,,,100,,,,,,,,3,2,2
23469,2011,8,24,26.72,122.97,28,300,,,,,,,,,,6,4,3,3
23470,2011,8,24,27.04,123.01,27.1,60,,,,,,,,,,,4,2,3
23471,2011,8,24,26.77,123.08,26,240,,,220,,,,,,,,5,4,4
23472,2011,8,24,27.02,123.15,27.4,180,,,,,,,,,,,4,2,3
23473,2011,8,24,27.42,123.17,29.5,192,,,40,,,,,,,,4,2,3
23474,2011,8,24,26.25,123.25,30.1,900,,,,,,,,,,,4,3,4
23475,2011,8,24,27.27,123.29,28,240,300,,,,,,,,,,5,4,3
23476,2011,8,24,27.41,123.31,30,492,100,,120,,,,,,,,4,3,3
23477,2011,8,25,25.57,121.7,27.3,114,,,,,,,,,,,3,2,2
23478,2011,8,25,25.13,121.98,,27,,,,,,,,120,,,2,1,1
23479,2011,8,25,25.07,121.98,,,,240,,,,,,60,,,2,1,1
23480,2011,8,25,25.02,121.98,,,,,,,,,,270,,,2,1,1
23481,2011,8,25,25.1,122.03,,12,,,,,,,,599,,,2,1,1
